experiment_id,participant_id,is_choice_trial,is_attention_check,rt,response,correct_key,correct,trial_number,block_index,old_trial,memorability_bin,encoding_trial,delay,old_side,old_value,left_is_old,right_is_old,repeat_source_was_chosen,old_chosen,left_image_name,left_image_path,left_memorability,left_value,right_image_name,right_image_path,right_memorability,right_value,chosen_side,chosen_image_name,chosen_image_path,chosen_value,reward,response_key,choice_missed,optimal_old_choice,optimal_choice,final_bonus,enc_type,shared_value,chosen_mem_bin,ret_type,left_mem_bin,right_mem_bin,left_is_high,h_value,l_value,delay_h,delay_l,source_hh_trial_number,source_ll_trial_number,hh_source_chosen,ll_source_chosen,value1_source_trial_number,value0_source_trial_number,delay_value1,delay_value0,left_is_value1,value1_source_chosen,value0_source_chosen,is_recognition_trial,recognition_correct,is_value_test_trial,old_image_name,old_image_path,value_test_response,value_test_missed,value_test_correct
direct_value_memtest-8-7-26,55b1add5fdf99b6731f04c5a,True,,,,,,31.0,1.0,0.0,high,,,,,False,False,,,wallet_08s.jpg,../../stimuli/images/wallet_08s.jpg,0.948718,0.0,inhaler_04s.jpg,../../stimuli/images/inhaler_04s.jpg,0.95,0.0,,,,0.0,,,True,,,0.81,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,
direct_value_memtest-8-7-26,55b1add5fdf99b6731f04c5a,True,,843.0,k,,,32.0,1.0,1.0,mid,19.0,13.0,right,0.0,False,True,True,,scallion_08s.jpg,../../stimuli/images/scallion_08s.jpg,0.794872,0.0,raft_07s.jpg,../../stimuli/images/raft_07s.jpg,0.794872,0.0,right,,,,,k,False,,,0.81,,,,,,,,,,,,,,,,,,,,,,,True,1.0,,,,,,
direct_value_memtest-8-7-26,55b1add5fdf99b6731f04c5a,True,,422.0,j,,,32.0,1.0,1.0,mid,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,True,raft_07s.jpg,../../stimuli/images/raft_07s.jpg,0.0,0.0,1.0
direct_value_memtest-8-7-26,55b1add5fdf99b6731f04c5a,True,,864.0,j,,,33.0,1.0,0.0,low,,,,,False,False,,,cupcake_10s.jpg,../../stimuli/images/cupcake_10s.jpg,0.634146,0.0,crystal_ball_08s.jpg,../../stimuli/images/crystal_ball_08s.jpg,0.55,0.0,left,,,0.0,,j,False,,,0.81,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,
direct_value_memtest-8-7-26,55b1add5fdf99b6731f04c5a,True,,1103.0,j,,,34.0,1.0,0.0,low,,,,,False,False,,,skeleton_01b.jpg,../../stimuli/images/skeleton_01b.jpg,0.666667,0.0,coat_rack_10s.jpg,../../stimuli/images/coat_rack_10s.jpg,0.55,0.0,left,,,0.0,,j,False,,,0.81,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,
direct_value_memtest-8-7-26,55b1add5fdf99b6731f04c5a,True,,679.0,j,,,35.0,1.0,1.0,mid,26.0,9.0,left,0.0,True,False,True,,cucumber_14n.jpg,../../stimuli/images/cucumber_14n.jpg,0.794872,0.0,milkshake_07s.jpg,../../stimuli/images/milkshake_07s.jpg,0.794872,1.0,left,,,,,j,False,,,0.81,,,,,,,,,,,,,,,,,,,,,,,True,1.0,,,,,,
direct_value_memtest-8-7-26,55b1add5fdf99b6731f04c5a,True,,510.0,k,,,35.0,1.0,1.0,mid,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,True,cucumber_14n.jpg,../../stimuli/images/cucumber_14n.jpg,1.0,0.0,0.0
direct_value_memtest-8-7-26,55b1add5fdf99b6731f04c5a,True,,888.0,j,,,36.0,1.0,1.0,low,27.0,9.0,left,1.0,True,False,True,,leg_04s.jpg,../../stimuli/images/leg_04s.jpg,0.641026,1.0,razor_blade_04s.jpg,../../stimuli/images/razor_blade_04s.jpg,0.536585,1.0,left,,,,,j,False,,,0.81,,,,,,,,,,,,,,,,,,,,,,,True,1.0,,,,,,
direct_value_memtest-8-7-26,55b1add5fdf99b6731f04c5a,True,,660.0,j,,,36.0,1.0,1.0,low,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,True,leg_04s.jpg,../../stimuli/images/leg_04s.jpg,0.0,0.0,0.0
direct_value_memtest-8-7-26,55b1add5fdf99b6731f04c5a,True,,942.0,j,,,37.0,1.0,0.0,high,,,,,False,False,,,backscratcher_16s.jpg,../../stimuli/images/backscratcher_16s.jpg,0.95,0.0,fudge_02s.jpg,../../stimuli/images/fudge_02s.jpg,0.95,0.0,left,,,0.0,,j,False,,,0.81,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,
direct_value_memtest-8-7-26,55b1add5fdf99b6731f04c5a,True,,1167.0,k,,,38.0,1.0,1.0,mid,23.0,15.0,right,1.0,False,True,True,,bow1_01b.jpg,../../stimuli/images/bow1_01b.jpg,0.794872,0.0,tostada_13s.jpg,../../stimuli/images/tostada_13s.jpg,0.795455,1.0,right,,,,,k,False,,,0.81,,,,,,,,,,,,,,,,,,,,,,,True,1.0,,,,,,
direct_value_memtest-8-7-26,55b1add5fdf99b6731f04c5a,True,,681.0,j,,,38.0,1.0,1.0,mid,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,True,tostada_13s.jpg,../../stimuli/images/tostada_13s.jpg,0.0,0.0,0.0
direct_value_memtest-8-7-26,55b1add5fdf99b6731f04c5a,True,,925.0,k,,,39.0,1.0,1.0,mid,24.0,15.0,right,1.0,False,True,True,,eraser_08s.jpg,../../stimuli/images/eraser_08s.jpg,0.8,1.0,tweezers_05s.jpg,../../stimuli/images/tweezers_05s.jpg,0.794872,1.0,right,,,,,k,False,,,0.81,,,,,,,,,,,,,,,,,,,,,,,True,1.0,,,,,,
direct_value_memtest-8-7-26,55b1add5fdf99b6731f04c5a,True,,425.0,j,,,39.0,1.0,1.0,mid,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,True,tweezers_05s.jpg,../../stimuli/images/tweezers_05s.jpg,0.0,0.0,0.0
direct_value_memtest-8-7-26,55b1add5fdf99b6731f04c5a,True,,709.0,j,,,40.0,1.0,1.0,low,30.0,10.0,left,1.0,True,False,True,,radish_01b.jpg,../../stimuli/images/radish_01b.jpg,0.6,1.0,sawhorse_02s.jpg,../../stimuli/images/sawhorse_02s.jpg,0.536585,1.0,left,,,,,j,False,,,0.81,,,,,,,,,,,,,,,,,,,,,,,True,1.0,,,,,,
direct_value_memtest-8-7-26,55b1add5fdf99b6731f04c5a,True,,1106.0,k,,,40.0,1.0,1.0,low,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,True,radish_01b.jpg,../../stimuli/images/radish_01b.jpg,1.0,0.0,1.0
direct_value_memtest-8-7-26,55b1add5fdf99b6731f04c5a,True,,1360.0,j,,,41.0,1.0,0.0,low,,,,,False,False,,,coat_10s.jpg,../../stimuli/images/coat_10s.jpg,0.564103,0.0,gurney_09s.jpg,../../stimuli/images/gurney_09s.jpg,0.585366,0.0,left,,,0.0,,j,False,,,0.81,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,
direct_value_memtest-8-7-26,55b1add5fdf99b6731f04c5a,True,,1068.0,j,,,42.0,1.0,0.0,high,,,,,False,False,,,rack1_07s.jpg,../../stimuli/images/rack1_07s.jpg,0.975,0.0,sweet_potato_05s.jpg,../../stimuli/images/sweet_potato_05s.jpg,0.95,0.0,left,,,0.0,,j,False,,,0.81,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,
direct_value_memtest-8-7-26,55b1add5fdf99b6731f04c5a,True,,1249.0,k,,,43.0,1.0,1.0,low,34.0,9.0,right,0.0,False,True,True,,fondue_14s.jpg,../../stimuli/images/fondue_14s.jpg,0.526316,1.0,skeleton_01b.jpg,../../stimuli/images/skeleton_01b.jpg,0.666667,0.0,right,,,,,k,False,,,0.81,,,,,,,,,,,,,,,,,,,,,,,True,1.0,,,,,,
direct_value_memtest-8-7-26,55b1add5fdf99b6731f04c5a,True,,444.0,j,,,43.0,1.0,1.0,low,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,True,skeleton_01b.jpg,../../stimuli/images/skeleton_01b.jpg,0.0,0.0,1.0
direct_value_memtest-8-7-26,55b1add5fdf99b6731f04c5a,True,,1079.0,k,,,44.0,1.0,0.0,high,,,,,False,False,,,visor_08s.jpg,../../stimuli/images/visor_08s.jpg,0.97561,0.0,football_helmet_01b.jpg,../../stimuli/images/football_helmet_01b.jpg,0.95,0.0,right,,,0.0,,k,False,,,0.81,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,
direct_value_memtest-8-7-26,55b1add5fdf99b6731f04c5a,True,,940.0,j,,,45.0,1.0,1.0,high,31.0,14.0,left,0.0,True,False,True,,inhaler_04s.jpg,../../stimuli/images/inhaler_04s.jpg,0.95,0.0,cactus_12s.jpg,../../stimuli/images/cactus_12s.jpg,0.95,1.0,left,,,,,j,False,,,0.81,,,,,,,,,,,,,,,,,,,,,,,True,1.0,,,,,,
direct_value_memtest-8-7-26,55b1add5fdf99b6731f04c5a,True,,326.0,j,,,45.0,1.0,1.0,high,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,True,inhaler_04s.jpg,../../stimuli/images/inhaler_04s.jpg,0.0,0.0,1.0
direct_value_memtest-8-7-26,55b1add5fdf99b6731f04c5a,True,,1169.0,k,,,46.0,1.0,0.0,high,,,,,False,False,,,violin_01b.jpg,../../stimuli/images/violin_01b.jpg,0.947368,1.0,unicycle_10s.jpg,../../stimuli/images/unicycle_10s.jpg,0.928571,1.0,right,,,1.0,,k,False,,,0.81,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,
direct_value_memtest-8-7-26,55b1add5fdf99b6731f04c5a,True,,811.0,k,,,47.0,1.0,1.0,low,33.0,14.0,right,0.0,False,True,True,,tomato_10n.jpg,../../stimuli/images/tomato_10n.jpg,0.564103,0.0,cupcake_10s.jpg,../../stimuli/images/cupcake_10s.jpg,0.634146,0.0,right,,,,,k,False,,,0.81,,,,,,,,,,,,,,,,,,,,,,,True,1.0,,,,,,
direct_value_memtest-8-7-26,55b1add5fdf99b6731f04c5a,True,,487.0,j,,,47.0,1.0,1.0,low,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,True,cupcake_10s.jpg,../../stimuli/images/cupcake_10s.jpg,0.0,0.0,1.0
