experiment_id,participant_id,is_choice_trial,is_attention_check,rt,response,correct_key,correct,trial_number,block_index,old_trial,memorability_bin,encoding_trial,delay,old_side,old_value,left_image_name,left_image_path,left_memorability,left_value,left_is_old,right_image_name,right_image_path,right_memorability,right_value,right_is_old,chosen_side,chosen_image_name,chosen_image_path,chosen_value,reward,repeat_source_was_chosen,response_key,choice_missed,old_chosen,optimal_old_choice,final_bonus
episodic_choice_v3,699ca75f99675d449c667b41,True,,,,,,47.0,1.0,0.0,high,,,,,sunroof_01b.jpg,../../stimuli/images/sunroof_01b.jpg,0.9,0.0,False,piglet_02s.jpg,../../stimuli/images/piglet_02s.jpg,0.974359,0.0,False,,,,,0.0,,,True,,,0.8
episodic_choice_v3,699ca75f99675d449c667b41,True,,525.0,k,,,48.0,1.0,0.0,mid,,,,,lemonade_05s.jpg,../../stimuli/images/lemonade_05s.jpg,0.804878,1.0,False,dreidel_10s.jpg,../../stimuli/images/dreidel_10s.jpg,0.794872,1.0,False,right,dreidel_10s.jpg,../../stimuli/images/dreidel_10s.jpg,1.0,1.0,,k,False,,,0.8
episodic_choice_v3,699ca75f99675d449c667b41,True,,519.0,j,,,49.0,1.0,1.0,high,36.0,13.0,right,1.0,puffin_18s.jpg,../../stimuli/images/puffin_18s.jpg,0.948718,1.0,False,cantaloupe_09s.jpg,../../stimuli/images/cantaloupe_09s.jpg,0.952381,1.0,True,left,puffin_18s.jpg,../../stimuli/images/puffin_18s.jpg,1.0,1.0,True,j,False,0.0,0.0,0.8
episodic_choice_v3,699ca75f99675d449c667b41,True,,401.0,k,,,50.0,1.0,0.0,mid,,,,,bracelet2_08s.jpg,../../stimuli/images/bracelet2_08s.jpg,0.794872,0.0,False,corn_17s.jpg,../../stimuli/images/corn_17s.jpg,0.794872,0.0,False,right,corn_17s.jpg,../../stimuli/images/corn_17s.jpg,0.0,0.0,,k,False,,,0.8
episodic_choice_v3,699ca75f99675d449c667b41,True,,652.0,j,,,51.0,1.0,0.0,low,,,,,cabinet_11s.jpg,../../stimuli/images/cabinet_11s.jpg,0.55,1.0,False,basketball_hoop_11s.jpg,../../stimuli/images/basketball_hoop_11s.jpg,0.439024,1.0,False,left,cabinet_11s.jpg,../../stimuli/images/cabinet_11s.jpg,1.0,1.0,,j,False,,,0.8
episodic_choice_v3,699ca75f99675d449c667b41,True,,342.0,j,,,52.0,1.0,0.0,mid,,,,,hatbox_11s.jpg,../../stimuli/images/hatbox_11s.jpg,0.794872,0.0,False,duckling_03s.jpg,../../stimuli/images/duckling_03s.jpg,0.794872,0.0,False,left,hatbox_11s.jpg,../../stimuli/images/hatbox_11s.jpg,0.0,0.0,,j,False,,,0.8
episodic_choice_v3,699ca75f99675d449c667b41,True,,,,,,53.0,1.0,0.0,low,,,,,bug_04s.jpg,../../stimuli/images/bug_04s.jpg,0.55,0.0,False,scanner_01b.jpg,../../stimuli/images/scanner_01b.jpg,0.55,0.0,False,,,,,0.0,,,True,,,0.8
episodic_choice_v3,699ca75f99675d449c667b41,True,,726.0,j,,,54.0,1.0,1.0,high,47.0,7.0,right,0.0,pancake_11s.jpg,../../stimuli/images/pancake_11s.jpg,0.97561,0.0,False,sunroof_01b.jpg,../../stimuli/images/sunroof_01b.jpg,0.9,0.0,True,left,pancake_11s.jpg,../../stimuli/images/pancake_11s.jpg,0.0,0.0,True,j,False,0.0,1.0,0.8
episodic_choice_v3,699ca75f99675d449c667b41,True,,,,,,55.0,1.0,0.0,low,,,,,sweater_02s.jpg,../../stimuli/images/sweater_02s.jpg,0.538462,1.0,False,oilcan_08s.jpg,../../stimuli/images/oilcan_08s.jpg,0.477273,1.0,False,,,,,1.0,,,True,,,0.8
episodic_choice_v3,699ca75f99675d449c667b41,True,,604.0,k,,,56.0,1.0,0.0,high,,,,,skateboard_01b.jpg,../../stimuli/images/skateboard_01b.jpg,0.930233,0.0,False,cello_11s.jpg,../../stimuli/images/cello_11s.jpg,0.926829,0.0,False,right,cello_11s.jpg,../../stimuli/images/cello_11s.jpg,0.0,0.0,,k,False,,,0.8
episodic_choice_v3,699ca75f99675d449c667b41,True,,278.0,j,,,57.0,1.0,1.0,mid,45.0,12.0,right,0.0,gazelle_07s.jpg,../../stimuli/images/gazelle_07s.jpg,0.795455,1.0,False,counter_07s.jpg,../../stimuli/images/counter_07s.jpg,0.794872,0.0,True,left,gazelle_07s.jpg,../../stimuli/images/gazelle_07s.jpg,1.0,1.0,True,j,False,0.0,1.0,0.8
episodic_choice_v3,699ca75f99675d449c667b41,True,,477.0,j,,,58.0,1.0,0.0,high,,,,,peeler_10s.jpg,../../stimuli/images/peeler_10s.jpg,0.928571,0.0,False,brace_02s.jpg,../../stimuli/images/brace_02s.jpg,0.95122,0.0,False,left,peeler_10s.jpg,../../stimuli/images/peeler_10s.jpg,0.0,0.0,,j,False,,,0.8
episodic_choice_v3,699ca75f99675d449c667b41,True,,289.0,k,,,59.0,1.0,0.0,low,,,,,music_box_06s.jpg,../../stimuli/images/music_box_06s.jpg,0.575,0.0,False,amplifier_11s.jpg,../../stimuli/images/amplifier_11s.jpg,0.55,0.0,False,right,amplifier_11s.jpg,../../stimuli/images/amplifier_11s.jpg,0.0,0.0,,k,False,,,0.8
episodic_choice_v3,699ca75f99675d449c667b41,True,,470.0,j,,,60.0,1.0,1.0,mid,50.0,10.0,left,0.0,corn_17s.jpg,../../stimuli/images/corn_17s.jpg,0.794872,0.0,True,scarecrow_11s.jpg,../../stimuli/images/scarecrow_11s.jpg,0.794872,0.0,False,left,corn_17s.jpg,../../stimuli/images/corn_17s.jpg,0.0,0.0,True,j,False,1.0,0.0,0.8
episodic_choice_v3,699ca75f99675d449c667b41,True,,498.0,k,,,61.0,1.0,0.0,high,,,,,tongs_03s.jpg,../../stimuli/images/tongs_03s.jpg,0.947368,0.0,False,doll_03s.jpg,../../stimuli/images/doll_03s.jpg,0.95122,0.0,False,right,doll_03s.jpg,../../stimuli/images/doll_03s.jpg,0.0,0.0,,k,False,,,0.8
episodic_choice_v3,699ca75f99675d449c667b41,True,,493.0,j,,,62.0,1.0,1.0,low,53.0,9.0,right,0.0,coat_10s.jpg,../../stimuli/images/coat_10s.jpg,0.564103,1.0,False,scanner_01b.jpg,../../stimuli/images/scanner_01b.jpg,0.55,0.0,True,left,coat_10s.jpg,../../stimuli/images/coat_10s.jpg,1.0,1.0,True,j,False,0.0,1.0,0.8
episodic_choice_v3,699ca75f99675d449c667b41,True,,836.0,j,,,63.0,1.0,1.0,mid,48.0,15.0,right,1.0,machete_12s.jpg,../../stimuli/images/machete_12s.jpg,0.794872,0.0,False,dreidel_10s.jpg,../../stimuli/images/dreidel_10s.jpg,0.794872,1.0,True,left,machete_12s.jpg,../../stimuli/images/machete_12s.jpg,0.0,0.0,True,j,False,0.0,0.0,0.8
episodic_choice_v3,699ca75f99675d449c667b41,True,,533.0,k,,,64.0,1.0,1.0,low,51.0,13.0,left,1.0,cabinet_11s.jpg,../../stimuli/images/cabinet_11s.jpg,0.55,1.0,True,centerpiece_13s.jpg,../../stimuli/images/centerpiece_13s.jpg,0.487179,1.0,False,right,centerpiece_13s.jpg,../../stimuli/images/centerpiece_13s.jpg,1.0,1.0,True,k,False,0.0,0.0,0.8
episodic_choice_v3,699ca75f99675d449c667b41,True,,811.0,j,,,65.0,1.0,0.0,high,,,,,grenade_06s.jpg,../../stimuli/images/grenade_06s.jpg,0.95122,1.0,False,keyboard_11s.jpg,../../stimuli/images/keyboard_11s.jpg,0.928571,1.0,False,left,grenade_06s.jpg,../../stimuli/images/grenade_06s.jpg,1.0,1.0,,j,False,,,0.8
episodic_choice_v3,699ca75f99675d449c667b41,True,,1088.0,k,,,66.0,1.0,1.0,mid,52.0,14.0,left,0.0,hatbox_11s.jpg,../../stimuli/images/hatbox_11s.jpg,0.794872,0.0,True,pepper_mill_06s.jpg,../../stimuli/images/pepper_mill_06s.jpg,0.795455,1.0,False,right,pepper_mill_06s.jpg,../../stimuli/images/pepper_mill_06s.jpg,1.0,1.0,True,k,False,0.0,1.0,0.8
episodic_choice_v3,699ca75f99675d449c667b41,True,,426.0,j,,,67.0,1.0,1.0,low,55.0,12.0,right,1.0,noisemaker_09s.jpg,../../stimuli/images/noisemaker_09s.jpg,0.575,0.0,False,sweater_02s.jpg,../../stimuli/images/sweater_02s.jpg,0.538462,1.0,True,left,noisemaker_09s.jpg,../../stimuli/images/noisemaker_09s.jpg,0.0,0.0,True,j,False,0.0,0.0,0.8
episodic_choice_v3,699ca75f99675d449c667b41,True,,332.0,k,,,68.0,1.0,1.0,high,58.0,10.0,right,0.0,hot-air_balloon_03s.jpg,../../stimuli/images/hot-air_balloon_03s.jpg,0.947368,0.0,False,peeler_10s.jpg,../../stimuli/images/peeler_10s.jpg,0.928571,0.0,True,right,peeler_10s.jpg,../../stimuli/images/peeler_10s.jpg,0.0,0.0,True,k,False,1.0,0.0,0.8
episodic_choice_v3,699ca75f99675d449c667b41,True,,1640.0,j,,,69.0,1.0,0.0,mid,,,,,strawberry_15n.jpg,../../stimuli/images/strawberry_15n.jpg,0.794872,0.0,False,donut_05s.jpg,../../stimuli/images/donut_05s.jpg,0.794872,0.0,False,left,strawberry_15n.jpg,../../stimuli/images/strawberry_15n.jpg,0.0,0.0,,j,False,,,0.8
