experiment_id,participant_id,is_choice_trial,is_attention_check,rt,response,correct_key,correct,trial_number,block_index,old_trial,memorability_bin,encoding_trial,delay,old_side,old_value,left_is_old,right_is_old,repeat_source_was_chosen,old_chosen,left_image_name,left_image_path,left_memorability,left_value,right_image_name,right_image_path,right_memorability,right_value,chosen_side,chosen_image_name,chosen_image_path,chosen_value,reward,response_key,choice_missed,optimal_old_choice,optimal_choice,final_bonus,enc_type,shared_value,chosen_mem_bin,ret_type,left_mem_bin,right_mem_bin,left_is_high,h_value,l_value,delay_h,delay_l,source_hh_trial_number,source_ll_trial_number,hh_source_chosen,ll_source_chosen,value1_source_trial_number,value0_source_trial_number,delay_value1,delay_value0,left_is_value1,value1_source_chosen,value0_source_chosen
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,1158.0,j,,,15.0,1.0,0.0,high,,,,,,,,,caramel_10s.jpg,../../stimuli/images/caramel_10s.jpg,,1.0,unicycle_10s.jpg,../../stimuli/images/unicycle_10s.jpg,,1.0,left,caramel_10s.jpg,,1.0,1.0,,False,,,1.0,HH,1.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,950.0,k,,,16.0,1.0,0.0,high,,,,,,,,,tapestry_04s.jpg,../../stimuli/images/tapestry_04s.jpg,,0.0,swimsuit_06s.jpg,../../stimuli/images/swimsuit_06s.jpg,,0.0,right,swimsuit_06s.jpg,,0.0,0.0,,False,,,1.0,HH,0.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,744.0,j,,,17.0,1.0,0.0,low,,,,,,,,,soldering_iron_08s.jpg,../../stimuli/images/soldering_iron_08s.jpg,,1.0,gourd_08s.jpg,../../stimuli/images/gourd_08s.jpg,,1.0,left,soldering_iron_08s.jpg,,1.0,1.0,,False,,,1.0,LL,1.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,853.0,k,,,18.0,1.0,0.0,low,,,,,,,,,blazer_08s.jpg,../../stimuli/images/blazer_08s.jpg,,0.0,yacht_08s.jpg,../../stimuli/images/yacht_08s.jpg,,0.0,right,yacht_08s.jpg,,0.0,0.0,,False,,,1.0,LL,0.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,,,,,19.0,1.0,1.0,high,,,,,,,,,metal_detector_11s.jpg,../../stimuli/images/metal_detector_11s.jpg,,0.0,whisk_07s.jpg,../../stimuli/images/whisk_07s.jpg,,1.0,,,,,0.0,,True,,,1.0,,,,,,,,,,,,,,,,7.0,6.0,12.0,13.0,False,True,True
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,1233.0,k,,,20.0,1.0,1.0,low,,,,,,,,,coral_07s.jpg,../../stimuli/images/coral_07s.jpg,,1.0,cheese_01b.jpg,../../stimuli/images/cheese_01b.jpg,,0.0,right,cheese_01b.jpg,,0.0,0.0,,False,0.0,0.0,1.0,,,,,,,,,,,,,,,,5.0,10.0,15.0,10.0,True,True,True
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,826.0,j,,,21.0,1.0,0.0,high,,,,,,,,,sickle_01b.jpg,../../stimuli/images/sickle_01b.jpg,,1.0,pumpkin_11s.jpg,../../stimuli/images/pumpkin_11s.jpg,,1.0,left,sickle_01b.jpg,,1.0,1.0,,False,,,1.0,HH,1.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,1214.0,j,,,22.0,1.0,1.0,low,,,,,,,,,weed_10s.jpg,../../stimuli/images/weed_10s.jpg,,0.0,mattress_07s.jpg,../../stimuli/images/mattress_07s.jpg,,1.0,left,weed_10s.jpg,,0.0,0.0,,False,0.0,0.0,1.0,,,,,,,,,,,,,,,,8.0,14.0,14.0,8.0,False,True,True
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,991.0,j,,,23.0,1.0,1.0,high,,,,,,,,,sofa_bed_05s.jpg,../../stimuli/images/sofa_bed_05s.jpg,,1.0,swimsuit_06s.jpg,../../stimuli/images/swimsuit_06s.jpg,,0.0,left,sofa_bed_05s.jpg,,1.0,1.0,,False,1.0,1.0,1.0,,,,,,,,,,,,,,,,13.0,16.0,10.0,7.0,True,True,True
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,800.0,k,,,24.0,1.0,0.0,low,,,,,,,,,sawhorse_02s.jpg,../../stimuli/images/sawhorse_02s.jpg,,0.0,watering_can_05s.jpg,../../stimuli/images/watering_can_05s.jpg,,0.0,right,watering_can_05s.jpg,,0.0,0.0,,False,,,1.0,LL,0.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,744.0,j,,,25.0,1.0,0.0,high,,,,,,,,,chickpea_06s.jpg,../../stimuli/images/chickpea_06s.jpg,,0.0,cummerbund_14s.jpg,../../stimuli/images/cummerbund_14s.jpg,,0.0,left,chickpea_06s.jpg,,0.0,0.0,,False,,,1.0,HH,0.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,,True,1827.0,t,t,True,,,,,,,,,,,,,,,,,,,,,,,,,,t,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,1640.0,j,,,26.0,1.0,1.0,high,,,,,,,,,caramel_10s.jpg,../../stimuli/images/caramel_10s.jpg,,1.0,turkey_02s.jpg,../../stimuli/images/turkey_02s.jpg,,0.0,left,caramel_10s.jpg,,1.0,1.0,,False,1.0,1.0,1.0,,,,,,,,,,,,,,,,15.0,11.0,11.0,15.0,True,True,True
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,844.0,k,,,27.0,1.0,0.0,low,,,,,,,,,outfit_03s.jpg,../../stimuli/images/outfit_03s.jpg,,1.0,sundae_12s.jpg,../../stimuli/images/sundae_12s.jpg,,1.0,right,sundae_12s.jpg,,1.0,1.0,,False,,,1.0,LL,1.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,841.0,k,,,28.0,1.0,0.0,low,,,,,,,,,clarinet_13s.jpg,../../stimuli/images/clarinet_13s.jpg,,1.0,vegetable_07s.jpg,../../stimuli/images/vegetable_07s.jpg,,1.0,right,vegetable_07s.jpg,,1.0,1.0,,False,,,1.0,LL,1.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,1778.0,j,,,29.0,1.0,1.0,low,,,,,,,,,yacht_08s.jpg,../../stimuli/images/yacht_08s.jpg,,0.0,soldering_iron_08s.jpg,../../stimuli/images/soldering_iron_08s.jpg,,1.0,left,yacht_08s.jpg,,0.0,0.0,,False,0.0,0.0,1.0,,,,,,,,,,,,,,,,17.0,18.0,12.0,11.0,False,True,True
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,826.0,k,,,30.0,1.0,0.0,high,,,,,,,,,test_tube_01b.jpg,../../stimuli/images/test_tube_01b.jpg,,0.0,cactus_12s.jpg,../../stimuli/images/cactus_12s.jpg,,0.0,right,cactus_12s.jpg,,0.0,0.0,,False,,,1.0,HH,0.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,999.0,k,,,31.0,1.0,0.0,low,,,,,,,,,grapefruit_14s.jpg,../../stimuli/images/grapefruit_14s.jpg,,0.0,sombrero_02s.jpg,../../stimuli/images/sombrero_02s.jpg,,0.0,right,sombrero_02s.jpg,,0.0,0.0,,False,,,1.0,LL,0.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,1326.0,j,,,32.0,1.0,1.0,high,,,,,,,,,sickle_01b.jpg,../../stimuli/images/sickle_01b.jpg,,1.0,chickpea_06s.jpg,../../stimuli/images/chickpea_06s.jpg,,0.0,left,sickle_01b.jpg,,1.0,1.0,,False,1.0,1.0,1.0,,,,,,,,,,,,,,,,21.0,25.0,11.0,7.0,True,True,True
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,1067.0,k,,,33.0,1.0,0.0,low,,,,,,,,,oven_13s.jpg,../../stimuli/images/oven_13s.jpg,,0.0,pheasant_06s.jpg,../../stimuli/images/pheasant_06s.jpg,,0.0,right,pheasant_06s.jpg,,0.0,0.0,,False,,,1.0,LL,0.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,774.0,j,,,34.0,1.0,0.0,high,,,,,,,,,shelf_07s.jpg,../../stimuli/images/shelf_07s.jpg,,1.0,raspberry_07s.jpg,../../stimuli/images/raspberry_07s.jpg,,1.0,left,shelf_07s.jpg,,1.0,1.0,,False,,,1.0,HH,1.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,831.0,k,,,35.0,1.0,0.0,low,,,,,,,,,anvil_13n.jpg,../../stimuli/images/anvil_13n.jpg,,0.0,coat_10s.jpg,../../stimuli/images/coat_10s.jpg,,0.0,right,coat_10s.jpg,,0.0,0.0,,False,,,1.0,LL,0.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,667.0,j,,,36.0,1.0,0.0,low,,,,,,,,,skeleton_01b.jpg,../../stimuli/images/skeleton_01b.jpg,,1.0,shoulder_01b.jpg,../../stimuli/images/shoulder_01b.jpg,,1.0,left,skeleton_01b.jpg,,1.0,1.0,,False,,,1.0,LL,1.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,1126.0,k,,,37.0,1.0,0.0,low,,,,,,,,,cane_06n.jpg,../../stimuli/images/cane_06n.jpg,,1.0,buggy_10s.jpg,../../stimuli/images/buggy_10s.jpg,,1.0,right,buggy_10s.jpg,,1.0,1.0,,False,,,1.0,LL,1.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,705.0,k,,,38.0,1.0,0.0,high,,,,,,,,,cornucopia_11s.jpg,../../stimuli/images/cornucopia_11s.jpg,,1.0,tea_02s.jpg,../../stimuli/images/tea_02s.jpg,,1.0,right,tea_02s.jpg,,1.0,1.0,,False,,,1.0,HH,1.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,1461.0,j,,,39.0,1.0,1.0,low,,,,,,,,,watering_can_05s.jpg,../../stimuli/images/watering_can_05s.jpg,,0.0,sundae_12s.jpg,../../stimuli/images/sundae_12s.jpg,,1.0,left,watering_can_05s.jpg,,0.0,0.0,,False,0.0,0.0,1.0,,,,,,,,,,,,,,,,27.0,24.0,12.0,15.0,False,True,True
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,899.0,k,,,40.0,1.0,0.0,low,,,,,,,,,engine_10s.jpg,../../stimuli/images/engine_10s.jpg,,0.0,poinsettia_08s.jpg,../../stimuli/images/poinsettia_08s.jpg,,0.0,right,poinsettia_08s.jpg,,0.0,0.0,,False,,,1.0,LL,0.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,647.0,j,,,41.0,1.0,0.0,high,,,,,,,,,calf2_03s.jpg,../../stimuli/images/calf2_03s.jpg,,0.0,coaster_13s.jpg,../../stimuli/images/coaster_13s.jpg,,0.0,left,calf2_03s.jpg,,0.0,0.0,,False,,,1.0,HH,0.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,886.0,j,,,42.0,1.0,1.0,low,,,,,,,,,pheasant_06s.jpg,../../stimuli/images/pheasant_06s.jpg,,0.0,vegetable_07s.jpg,../../stimuli/images/vegetable_07s.jpg,,1.0,left,pheasant_06s.jpg,,0.0,0.0,,False,0.0,0.0,1.0,,,,,,,,,,,,,,,,28.0,33.0,14.0,9.0,False,True,True
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,706.0,k,,,43.0,1.0,0.0,low,,,,,,,,,album_09s.jpg,../../stimuli/images/album_09s.jpg,,1.0,razor_blade_04s.jpg,../../stimuli/images/razor_blade_04s.jpg,,1.0,right,razor_blade_04s.jpg,,1.0,1.0,,False,,,1.0,LL,1.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,1211.0,k,,,44.0,1.0,1.0,high,,,,,,,,,cactus_12s.jpg,../../stimuli/images/cactus_12s.jpg,,0.0,shelf_07s.jpg,../../stimuli/images/shelf_07s.jpg,,1.0,right,shelf_07s.jpg,,1.0,1.0,,False,1.0,1.0,1.0,,,,,,,,,,,,,,,,34.0,30.0,10.0,14.0,False,True,True
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,840.0,k,,,45.0,1.0,0.0,high,,,,,,,,,stove2_12s.jpg,../../stimuli/images/stove2_12s.jpg,,1.0,baseball_bat_06s.jpg,../../stimuli/images/baseball_bat_06s.jpg,,1.0,right,baseball_bat_06s.jpg,,1.0,1.0,,False,,,1.0,HH,1.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,859.0,j,,,46.0,1.0,1.0,low,,,,,,,,,sombrero_02s.jpg,../../stimuli/images/sombrero_02s.jpg,,0.0,skeleton_01b.jpg,../../stimuli/images/skeleton_01b.jpg,,1.0,left,sombrero_02s.jpg,,0.0,0.0,,False,0.0,0.0,1.0,,,,,,,,,,,,,,,,36.0,31.0,10.0,15.0,False,True,True
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,843.0,j,,,47.0,1.0,0.0,high,,,,,,,,,piglet_02s.jpg,../../stimuli/images/piglet_02s.jpg,,0.0,swan_01b.jpg,../../stimuli/images/swan_01b.jpg,,0.0,left,piglet_02s.jpg,,0.0,0.0,,False,,,1.0,HH,0.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,692.0,j,,,48.0,1.0,0.0,low,,,,,,,,,poppy_04s.jpg,../../stimuli/images/poppy_04s.jpg,,1.0,windshield_07s.jpg,../../stimuli/images/windshield_07s.jpg,,1.0,left,poppy_04s.jpg,,1.0,1.0,,False,,,1.0,LL,1.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,705.0,j,,,49.0,1.0,0.0,low,,,,,,,,,groundhog_12n.jpg,../../stimuli/images/groundhog_12n.jpg,,1.0,earring_02s.jpg,../../stimuli/images/earring_02s.jpg,,1.0,left,groundhog_12n.jpg,,1.0,1.0,,False,,,1.0,LL,1.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,1127.0,j,,,50.0,1.0,1.0,low,,,,,,,,,coat_10s.jpg,../../stimuli/images/coat_10s.jpg,,0.0,buggy_10s.jpg,../../stimuli/images/buggy_10s.jpg,,1.0,left,coat_10s.jpg,,0.0,0.0,,False,0.0,0.0,1.0,,,,,,,,,,,,,,,,37.0,35.0,13.0,15.0,False,True,True
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,1122.0,k,,,51.0,1.0,1.0,high,,,,,,,,,tea_02s.jpg,../../stimuli/images/tea_02s.jpg,,1.0,calf2_03s.jpg,../../stimuli/images/calf2_03s.jpg,,0.0,right,calf2_03s.jpg,,0.0,0.0,,False,0.0,0.0,1.0,,,,,,,,,,,,,,,,38.0,41.0,13.0,10.0,True,True,True
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,629.0,j,,,52.0,1.0,0.0,low,,,,,,,,,ink_11s.jpg,../../stimuli/images/ink_11s.jpg,,0.0,funnel_12s.jpg,../../stimuli/images/funnel_12s.jpg,,0.0,left,ink_11s.jpg,,0.0,0.0,,False,,,1.0,LL,0.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,745.0,j,,,53.0,1.0,0.0,high,,,,,,,,,headband_02s.jpg,../../stimuli/images/headband_02s.jpg,,1.0,grater_02s.jpg,../../stimuli/images/grater_02s.jpg,,1.0,left,headband_02s.jpg,,1.0,1.0,,False,,,1.0,HH,1.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,1031.0,k,,,54.0,1.0,1.0,low,,,,,,,,,poinsettia_08s.jpg,../../stimuli/images/poinsettia_08s.jpg,,0.0,razor_blade_04s.jpg,../../stimuli/images/razor_blade_04s.jpg,,1.0,right,razor_blade_04s.jpg,,1.0,1.0,,False,1.0,1.0,1.0,,,,,,,,,,,,,,,,43.0,40.0,11.0,14.0,False,True,True
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,738.0,j,,,55.0,1.0,0.0,low,,,,,,,,,gong_12s.jpg,../../stimuli/images/gong_12s.jpg,,1.0,crutch_06s.jpg,../../stimuli/images/crutch_06s.jpg,,1.0,left,gong_12s.jpg,,1.0,1.0,,False,,,1.0,LL,1.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,828.0,k,,,56.0,1.0,0.0,low,,,,,,,,,bumper_03s.jpg,../../stimuli/images/bumper_03s.jpg,,0.0,pencil_07s.jpg,../../stimuli/images/pencil_07s.jpg,,0.0,right,pencil_07s.jpg,,0.0,0.0,,False,,,1.0,LL,0.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,827.0,k,,,57.0,1.0,0.0,high,,,,,,,,,giraffe_06s.jpg,../../stimuli/images/giraffe_06s.jpg,,0.0,torso_05s.jpg,../../stimuli/images/torso_05s.jpg,,0.0,right,torso_05s.jpg,,0.0,0.0,,False,,,1.0,HH,0.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,654.0,j,,,58.0,1.0,0.0,low,,,,,,,,,corsage_13s.jpg,../../stimuli/images/corsage_13s.jpg,,0.0,bug_04s.jpg,../../stimuli/images/bug_04s.jpg,,0.0,left,corsage_13s.jpg,,0.0,0.0,,False,,,1.0,LL,0.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,747.0,j,,,59.0,1.0,1.0,high,,,,,,,,,baseball_bat_06s.jpg,../../stimuli/images/baseball_bat_06s.jpg,,1.0,piglet_02s.jpg,../../stimuli/images/piglet_02s.jpg,,0.0,left,baseball_bat_06s.jpg,,1.0,1.0,,False,1.0,1.0,1.0,,,,,,,,,,,,,,,,45.0,47.0,14.0,12.0,True,True,True
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,777.0,k,,,60.0,1.0,0.0,low,,,,,,,,,gurney_09s.jpg,../../stimuli/images/gurney_09s.jpg,,1.0,oilcan_08s.jpg,../../stimuli/images/oilcan_08s.jpg,,1.0,right,oilcan_08s.jpg,,1.0,1.0,,False,,,1.0,LL,1.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,1524.0,j,,,61.0,1.0,1.0,low,,,,,,,,,poppy_04s.jpg,../../stimuli/images/poppy_04s.jpg,,1.0,ink_11s.jpg,../../stimuli/images/ink_11s.jpg,,0.0,left,poppy_04s.jpg,,1.0,1.0,,False,1.0,1.0,1.0,,,,,,,,,,,,,,,,48.0,52.0,13.0,9.0,True,True,True
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,797.0,k,,,62.0,1.0,0.0,low,,,,,,,,,orchid_05s.jpg,../../stimuli/images/orchid_05s.jpg,,0.0,leg_04s.jpg,../../stimuli/images/leg_04s.jpg,,0.0,right,leg_04s.jpg,,0.0,0.0,,False,,,1.0,LL,0.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,737.0,j,,,63.0,1.0,0.0,high,,,,,,,,,rubber_band_04s.jpg,../../stimuli/images/rubber_band_04s.jpg,,0.0,tarantula_07s.jpg,../../stimuli/images/tarantula_07s.jpg,,0.0,left,rubber_band_04s.jpg,,0.0,0.0,,False,,,1.0,HH,0.0,,,,,,,,,,,,,,,,,,,,
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,1001.0,j,,,64.0,1.0,1.0,low,,,,,,,,,pencil_07s.jpg,../../stimuli/images/pencil_07s.jpg,,0.0,groundhog_12n.jpg,../../stimuli/images/groundhog_12n.jpg,,1.0,left,pencil_07s.jpg,,0.0,0.0,,False,0.0,0.0,1.0,,,,,,,,,,,,,,,,49.0,56.0,15.0,8.0,False,True,True
matched_memorability-7-3-26,55acf681fdf99b3d5b2ab68c,True,,687.0,j,,,65.0,1.0,0.0,high,,,,,,,,,juicer1_10s.jpg,../../stimuli/images/juicer1_10s.jpg,,1.0,pepperoni_08s.jpg,../../stimuli/images/pepperoni_08s.jpg,,1.0,left,juicer1_10s.jpg,,1.0,1.0,,False,,,1.0,HH,1.0,,,,,,,,,,,,,,,,,,,,
